dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1672534800,2023-01-01 01:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.24,,5.87,6.5,4.58,11.63,1023,,,91,1.5,190,3.1,,,,,28,802,Clouds,scattered clouds,03n
1672538400,2023-01-01 02:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.75,,5.54,6.15,3.87,11.8,1023,,,92,1.34,169,2.24,,,,,48,802,Clouds,scattered clouds,03n
1672542000,2023-01-01 03:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.61,1300.0,4.57,3.85,3.62,11.63,1023,,,93,2.24,184,4.47,,,,,40,701,Mist,mist,50n
1672545600,2023-01-01 04:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.91,400.0,4.87,5.91,2.95,10.64,1024,,,93,0.51,0,,,,,,100,741,Fog,fog,50n
1672549200,2023-01-01 05:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.18,,4.98,6.18,3.07,10.55,1024,,,92,1.0,160,1.5,,,,,5,800,Clear,sky is clear,01n
1672531200,2023-01-01 00:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.81,450.0,5.45,6.01,3.96,12.05,1023,,,91,1.5,160,4.6,,,,,100,804,Clouds,overcast clouds,04n
1672552800,2023-01-01 06:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.38,,5.18,5.52,3.48,10.7,1023,,,92,1.5,200,5.1,,,,,1,800,Clear,sky is clear,01n
1672556400,2023-01-01 07:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.64,,4.29,4.33,3.28,10.25,1023,,,91,1.79,68,2.24,,,,,2,800,Clear,sky is clear,01n
1672560000,2023-01-01 08:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.52,,4.48,5.52,3.47,10.52,1024,,,93,1.0,70,1.5,0.25,,,,58,500,Rain,light rain,10d
1672563600,2023-01-01 09:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.67,,5.14,6.99,4.07,11.07,1024,,,84,1.5,90,3.1,,,,,48,802,Clouds,scattered clouds,03d
1672567200,2023-01-01 10:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.77,,6.39,8.25,5.73,13.0,1025,,,85,1.5,200,2.6,,,,,41,802,Clouds,scattered clouds,03d
1672570800,2023-01-01 11:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,10.55,,7.43,9.78,9.13,12.66,1024,,,81,1.34,96,2.68,,,,,21,801,Clouds,few clouds,02d
1672574400,2023-01-01 12:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,11.98,10000.0,8.27,11.27,10.95,14.5,1023,,,78,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1672578000,2023-01-01 13:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,13.14,,8.81,12.47,12.42,15.2,1022,,,75,1.34,69,1.79,,,,,25,802,Clouds,scattered clouds,03d
1672581600,2023-01-01 14:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,14.0,10000.0,8.62,13.28,12.77,15.73,1022,,,70,1.34,81,1.79,,,,,0,800,Clear,sky is clear,01d
1672585200,2023-01-01 15:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,12.43,10000.0,7.93,11.66,10.64,14.65,1022,,,74,1.34,80,1.79,,,,,0,800,Clear,sky is clear,01d
1672588800,2023-01-01 16:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.42,10000.0,7.03,9.42,7.77,12.85,1022,,,85,1.03,150,,,,,,0,800,Clear,sky is clear,01n
1672592400,2023-01-01 17:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.0,,6.79,8.51,6.42,12.2,1022,,,86,1.5,200,4.6,,,,,31,802,Clouds,scattered clouds,03n
1672596000,2023-01-01 18:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.48,10000.0,5.79,6.73,5.57,10.52,1022,,,89,1.54,180,,,,,,0,800,Clear,sky is clear,01n
1672599600,2023-01-01 19:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.23,,5.54,6.49,5.23,11.36,1022,,,89,1.5,180,3.6,,,,,38,802,Clouds,scattered clouds,03n
1672603200,2023-01-01 20:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.53,,5.01,5.69,4.03,9.81,1021,,,90,1.5,220,2.6,,,,,47,802,Clouds,scattered clouds,03n
1672606800,2023-01-01 21:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.01,,4.5,6.01,3.43,9.01,1021,,,90,1.0,180,3.6,,,,,33,802,Clouds,scattered clouds,03n
1672610400,2023-01-01 22:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.01,,4.5,5.31,3.42,10.38,1022,,,90,1.34,175,2.24,,,,,13,801,Clouds,few clouds,02n
1672614000,2023-01-01 23:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.74,,4.23,4.79,2.74,10.38,1022,,,90,1.5,220,2.1,,,,,30,802,Clouds,scattered clouds,03n
1672617600,2023-01-02 00:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.4,,3.89,5.4,2.23,10.38,1022,,,90,1.0,80,2.1,,,,,32,802,Clouds,scattered clouds,03n
1672621200,2023-01-02 01:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.53,,3.86,5.53,1.44,8.71,1022,,,89,1.0,90,2.6,,,,,78,803,Clouds,broken clouds,04n
1672624800,2023-01-02 02:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,3.77,2400.0,2.44,2.54,0.73,9.27,1021,,,91,1.5,90,2.1,,,,,0,701,Mist,mist,50n
1672628400,2023-01-02 03:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,3.88,3100.0,2.85,3.88,0.95,8.71,1021,,,93,0.51,0,,,,,,40,741,Fog,fog,50n
1672632000,2023-01-02 04:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.01,,3.19,3.96,1.42,7.66,1020,,,88,1.5,100,3.1,,,,,71,803,Clouds,broken clouds,04n
1672635600,2023-01-02 05:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.15,,3.33,4.12,1.42,8.71,1020,,,88,1.5,90,3.1,,,,,73,803,Clouds,broken clouds,04n
1672639200,2023-01-02 06:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.19,10000.0,3.01,4.19,1.95,8.22,1020,,,92,1.0,60,3.1,,,,,0,800,Clear,sky is clear,01n
1672642800,2023-01-02 07:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.15,,3.17,4.12,1.42,8.71,1021,,,87,1.5,90,3.1,,,,,58,803,Clouds,broken clouds,04n
1672646400,2023-01-02 08:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.42,,3.27,4.43,2.64,8.71,1021,,,86,1.5,100,2.6,,,,,36,802,Clouds,scattered clouds,03d
1672650000,2023-01-02 09:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.85,,3.69,4.92,2.03,9.27,1022,,,86,1.5,110,3.1,,,,,26,802,Clouds,scattered clouds,03d
1672653600,2023-01-02 10:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.13,10000.0,4.78,5.76,4.95,12.1,1023,,,85,2.1,110,3.6,,,,,0,800,Clear,sky is clear,01d
1672657200,2023-01-02 11:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.2,,4.62,8.18,6.42,12.66,1023,,,73,2.1,120,3.1,,,,,14,801,Clouds,few clouds,02d
1672660800,2023-01-02 12:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,12.62,,6.0,11.61,9.34,14.16,1023,,,64,1.5,160,2.6,,,,,7,800,Clear,sky is clear,01d
1672664400,2023-01-02 13:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,12.96,9999.0,5.86,11.93,10.95,14.7,1023,,,62,8.49,278,13.86,,,,,20,801,Clouds,few clouds,02d
1672668000,2023-01-02 14:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,13.15,9999.0,4.06,11.93,10.87,14.15,1023,,,54,6.26,257,10.28,,,,,75,803,Clouds,broken clouds,04d
1672671600,2023-01-02 15:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,11.98,,5.16,10.88,10.43,13.54,1024,,,63,7.15,265,12.52,,,,,100,804,Clouds,overcast clouds,04d
1672675200,2023-01-02 16:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,11.29,,4.96,10.17,9.53,12.74,1025,,,65,4.47,236,8.94,,,,,100,804,Clouds,overcast clouds,04n
1672678800,2023-01-02 17:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,11.08,9999.0,5.41,10.02,9.16,11.96,1026,,,68,6.2,270,0.0,0.1,,,,75,500,Rain,light rain,10n
1672682400,2023-01-02 18:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,10.92,9999.0,6.08,9.95,8.68,11.96,1027,,,72,6.7,260,0.0,0.1,,,,75,803,Clouds,broken clouds,04n
1672686000,2023-01-02 19:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.86,9999.0,6.21,7.78,8.62,11.07,1028,,,78,4.12,310,,0.7,,,,75,500,Rain,light rain,10n
1672689600,2023-01-02 20:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.1,9999.0,6.19,7.09,7.92,10.27,1028,,,82,3.6,320,0.0,0.2,,,,75,500,Rain,light rain,10n
1672693200,2023-01-02 21:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.78,9000.0,7.23,8.26,7.67,9.96,1028,,,90,1.5,180,3.1,0.73,,,,75,500,Rain,light rain,10n
1672696800,2023-01-02 22:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.29,9999.0,6.91,7.89,7.33,9.96,1029,,,91,1.34,184,2.24,0.54,,,,75,500,Rain,light rain,10n
1672700400,2023-01-02 23:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.06,6000.0,6.68,8.06,7.24,9.16,1030,,,91,1.03,0,,0.47,,,,100,500,Rain,light rain,10n
1672704000,2023-01-03 00:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.76,9999.0,6.7,7.05,6.81,9.33,1029,,,93,1.54,140,,0.35,,,,75,500,Rain,light rain,10n
1672707600,2023-01-03 01:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.47,5000.0,6.57,6.96,6.81,8.6,1030,,,94,1.34,173,2.24,0.18,,,,75,500,Rain,light rain,10n
1672711200,2023-01-03 02:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.26,9999.0,6.36,6.48,6.42,8.54,1030,,,94,1.54,110,,0.25,,,,100,300,Drizzle,light intensity drizzle,09n
1672714800,2023-01-03 03:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.26,4900.0,6.36,7.26,6.37,8.54,1030,,,94,1.03,0,,0.42,,,,75,500,Rain,light rain,10n
1672718400,2023-01-03 04:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.11,800.0,6.06,7.11,6.25,8.54,1029,,,93,0.0,0,0.5,0.35,,,,75,741,Fog,fog,50n
1672722000,2023-01-03 05:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.98,1200.0,5.93,6.98,6.25,8.54,1030,,,93,0.51,0,,0.33,,,,100,741,Fog,fog,50n
1672725600,2023-01-03 06:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.58,4800.0,5.84,6.58,5.95,8.54,1030,,,95,0.51,0,,0.23,,,,100,500,Rain,light rain,10n
1672729200,2023-01-03 07:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.55,4600.0,5.81,6.55,5.95,7.86,1030,,,95,0.0,0,0.5,0.1,,,,75,500,Rain,light rain,10n
1672732800,2023-01-03 08:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.68,3500.0,5.94,6.68,5.95,8.22,1031,,,95,1.03,320,,0.25,,,,75,500,Rain,light rain,10d
1672736400,2023-01-03 09:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.27,4800.0,6.52,7.27,6.62,8.54,1031,,,95,0.0,0,1.0,0.39,,,,75,500,Rain,light rain,10d
1672740000,2023-01-03 10:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.54,6000.0,6.79,7.54,6.93,8.77,1032,,,95,1.03,330,,0.42,,,,75,500,Rain,light rain,10d
1672743600,2023-01-03 11:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.83,9999.0,6.77,7.83,7.05,9.09,1032,,,93,1.03,310,,0.25,,,,75,300,Drizzle,light intensity drizzle,09d
1672747200,2023-01-03 12:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.8,9999.0,6.58,7.09,7.05,9.09,1032,,,92,1.54,320,,0.1,,,,75,803,Clouds,broken clouds,04d
1672750800,2023-01-03 13:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.95,9999.0,6.89,6.72,7.36,9.09,1031,,,93,2.1,320,0.0,,,,,75,803,Clouds,broken clouds,04d
1672754400,2023-01-03 14:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.01,9999.0,6.95,7.33,7.23,8.77,1031,,,93,1.54,330,,0.33,,,,75,500,Rain,light rain,10d
1672758000,2023-01-03 15:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.0,9000.0,7.09,7.32,6.9,9.13,1032,,,94,1.54,310,,,,,,100,804,Clouds,overcast clouds,04d
1672761600,2023-01-03 16:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.4,9999.0,6.65,7.4,6.6,8.77,1032,,,95,1.03,0,,,,,,75,803,Clouds,broken clouds,04n
1672765200,2023-01-03 17:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.81,9999.0,6.07,6.81,6.07,8.05,1032,,,95,0.89,146,1.34,,,,,75,803,Clouds,broken clouds,04n
1672768800,2023-01-03 18:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.14,9999.0,5.4,6.14,5.11,8.02,1032,,,95,0.51,0,,,,,,75,741,Fog,fog,50n
1672772400,2023-01-03 19:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.74,4500.0,4.7,5.74,4.77,7.47,1032,,,93,0.51,100,,,,,,20,701,Mist,mist,50n
1672776000,2023-01-03 20:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.68,3000.0,4.79,5.68,4.81,6.98,1032,,,94,1.03,310,,,,,,40,701,Mist,mist,50n
1672779600,2023-01-03 21:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.7,9000.0,5.11,5.7,4.42,6.98,1033,,,96,0.51,0,,,,,,100,804,Clouds,overcast clouds,04n
1672783200,2023-01-03 22:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.7,9999.0,5.11,5.7,4.58,6.94,1033,,,96,0.89,170,2.24,,,,,75,803,Clouds,broken clouds,04n
1672786800,2023-01-03 23:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.65,4400.0,4.91,4.9,4.42,6.94,1033,,,95,1.34,168,2.68,,,,,75,701,Mist,mist,50n
1672790400,2023-01-04 00:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.42,2300.0,4.83,5.42,4.16,7.07,1033,,,96,0.89,302,1.79,,,,,100,701,Mist,mist,50n
1672794000,2023-01-04 01:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.3,3600.0,4.71,5.3,4.11,6.77,1033,,,96,0.51,320,,,,,,100,701,Mist,mist,50n
1672797600,2023-01-04 02:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.29,3700.0,4.7,5.29,3.42,6.57,1033,,,96,1.0,250,1.5,,,,,100,701,Mist,mist,50n
1672801200,2023-01-04 03:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.15,3600.0,4.27,4.07,3.42,6.63,1033,,,94,1.54,320,,,,,,75,701,Mist,mist,50n
1672804800,2023-01-04 04:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.14,7000.0,4.56,2.98,3.83,6.57,1032,,,96,2.6,230,4.1,,,,,75,803,Clouds,broken clouds,04n
1672808400,2023-01-04 05:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.92,100.0,4.04,3.17,3.61,6.63,1032,,,94,2.1,250,4.6,,,,,100,741,Fog,fog,50n
1672812000,2023-01-04 06:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.35,,4.31,3.68,3.24,6.55,1033,,,93,2.1,200,4.6,,,,,100,804,Clouds,overcast clouds,04n
1672815600,2023-01-04 07:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.26,,4.22,3.57,3.63,6.57,1033,,,93,2.1,190,4.6,,,,,100,804,Clouds,overcast clouds,04n
1672819200,2023-01-04 08:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.45,,4.56,3.79,4.03,6.67,1033,,,94,2.1,190,4.1,,,,,99,804,Clouds,overcast clouds,04d
1672822800,2023-01-04 09:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.96,,4.92,5.04,5.14,7.17,1033,,,93,1.5,200,4.6,,,,,100,804,Clouds,overcast clouds,04d
1672826400,2023-01-04 10:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.66,9999.0,5.61,5.21,5.93,8.3,1033,,,93,2.1,210,4.6,,,,,75,803,Clouds,broken clouds,04d
1672830000,2023-01-04 11:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.47,9999.0,5.94,6.72,6.42,8.85,1032,,,90,1.54,130,,,,,,75,803,Clouds,broken clouds,04d
1672833600,2023-01-04 12:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.98,9999.0,5.95,6.36,7.05,9.7,1032,,,87,2.6,180,4.6,,,,,75,803,Clouds,broken clouds,04d
1672837200,2023-01-04 13:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.1,9999.0,5.73,7.48,7.42,9.75,1031,,,85,1.5,190,3.1,,,,,75,803,Clouds,broken clouds,04d
1672840800,2023-01-04 14:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.46,9999.0,6.09,7.31,7.31,10.05,1031,,,85,2.1,130,0.0,,,,,75,803,Clouds,broken clouds,04d
1672844400,2023-01-04 15:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.2,9999.0,5.83,7.01,7.36,9.96,1030,,,85,2.1,210,3.6,,,,,75,803,Clouds,broken clouds,04d
1672848000,2023-01-04 16:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.98,9999.0,5.78,7.3,7.05,9.73,1030,,,86,1.54,130,,,,,,75,803,Clouds,broken clouds,04n
1672851600,2023-01-04 17:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.09,9999.0,5.72,6.88,7.05,9.73,1031,,,85,2.1,200,4.1,,,,,75,803,Clouds,broken clouds,04n
1672855200,2023-01-04 18:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.34,9999.0,5.45,6.73,7.27,9.96,1030,,,82,2.68,259,4.02,,,,,75,803,Clouds,broken clouds,04n
1672858800,2023-01-04 19:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.81,9999.0,5.78,7.11,6.95,10.0,1030,,,87,1.54,110,,,,,,75,803,Clouds,broken clouds,04n
1672862400,2023-01-04 20:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.51,,5.79,7.37,7.47,10.03,1030,,,83,2.1,300,4.1,,,,,100,804,Clouds,overcast clouds,04n
1672866000,2023-01-04 21:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.67,,5.42,7.44,7.27,10.2,1030,,,80,2.24,285,2.68,,,,,99,804,Clouds,overcast clouds,04n
1672869600,2023-01-04 22:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.93,,5.31,6.9,7.6,10.52,1029,,,78,3.58,231,5.81,,,,,100,804,Clouds,overcast clouds,04n
1672873200,2023-01-04 23:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.17,,5.97,6.23,7.36,9.96,1029,,,86,3.13,257,5.36,0.23,,,,100,500,Rain,light rain,10n
1672876800,2023-01-05 00:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.9,,6.36,5.93,6.81,9.42,1029,,,90,3.1,200,5.7,0.54,,,,100,500,Rain,light rain,10n
1672880400,2023-01-05 01:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.5,,7.28,7.24,7.49,9.6,1029,,,92,2.24,229,4.92,0.51,,,,100,500,Rain,light rain,10n
1672884000,2023-01-05 02:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.26,,6.88,6.96,7.36,9.8,1028,,,91,2.24,202,4.92,0.32,,,,100,500,Rain,light rain,10n
1672887600,2023-01-05 03:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.46,,7.24,6.58,7.42,9.96,1028,,,92,3.13,268,4.92,0.48,,,,100,500,Rain,light rain,10n
1672891200,2023-01-05 04:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.48,,7.26,7.34,7.42,9.96,1027,,,92,2.1,320,5.7,0.37,,,,100,500,Rain,light rain,10n
1672894800,2023-01-05 05:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.39,,7.33,7.81,7.42,9.96,1027,,,93,1.5,180,2.6,0.1,,,,100,804,Clouds,overcast clouds,04n
1672898400,2023-01-05 06:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.49,,7.58,6.96,7.47,10.23,1027,,,94,2.6,180,4.6,0.66,,,,100,500,Rain,light rain,10n
1672902000,2023-01-05 07:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.72,9999.0,7.17,7.24,7.47,10.27,1028,,,90,2.6,100,0.0,0.54,,,,100,500,Rain,light rain,10n
1672905600,2023-01-05 08:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.76,9999.0,7.21,7.28,7.47,10.52,1028,,,90,2.6,100,0.0,0.21,,,,75,500,Rain,light rain,10d
1672909200,2023-01-05 09:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.73,9999.0,7.5,7.19,7.95,10.52,1028,,,92,2.68,269,4.92,0.14,,,,75,500,Rain,light rain,10d
1672912800,2023-01-05 10:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.04,4500.0,8.28,7.99,7.95,10.53,1029,,,95,2.1,180,3.1,0.1,,,,75,300,Drizzle,light intensity drizzle,09d
1672916400,2023-01-05 11:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.77,9999.0,8.53,7.51,8.42,11.2,1029,,,92,4.47,261,6.71,,,,,75,803,Clouds,broken clouds,04d
1672920000,2023-01-05 12:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,10.57,9999.0,8.83,10.01,9.2,11.85,1028,,,89,2.24,261,4.92,,,,,100,804,Clouds,overcast clouds,04d
1672923600,2023-01-05 13:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,11.34,9999.0,9.09,10.78,9.93,12.3,1027,,,86,3.58,265,5.36,,,,,75,803,Clouds,broken clouds,04d
1672927200,2023-01-05 14:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,11.24,9999.0,8.81,10.64,9.82,12.15,1027,,,85,2.68,264,4.02,,,,,75,803,Clouds,broken clouds,04d
1672930800,2023-01-05 15:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,11.09,9999.0,8.84,10.5,9.69,11.96,1027,,,86,1.79,285,3.13,,,,,75,803,Clouds,broken clouds,04d
1672934400,2023-01-05 16:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,9.53,9999.0,8.3,9.53,8.58,10.76,1027,,,92,0.5,300,1.0,,,,,20,801,Clouds,few clouds,02n
1672938000,2023-01-05 17:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.47,10000.0,7.09,7.9,7.53,10.2,1027,,,91,1.5,120,2.6,,,,,0,800,Clear,sky is clear,01n
1672941600,2023-01-05 18:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,8.03,,6.65,6.81,6.63,9.82,1027,,,91,2.1,170,3.6,,,,,74,803,Clouds,broken clouds,04n
1672945200,2023-01-05 19:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,7.27,,5.9,6.54,5.63,9.17,1027,,,91,1.5,170,3.6,,,,,54,803,Clouds,broken clouds,04n
1672948800,2023-01-05 20:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.29,,5.09,6.29,4.67,8.87,1027,,,92,1.0,10,2.1,,,,,77,803,Clouds,broken clouds,04n
1672952400,2023-01-05 21:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.76,,4.56,5.03,3.87,8.87,1026,,,92,1.34,194,2.24,,,,,95,804,Clouds,overcast clouds,04n
1672956000,2023-01-05 22:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.99,,3.95,3.94,2.74,8.02,1027,,,93,1.5,100,2.1,,,,,99,804,Clouds,overcast clouds,04n
1672959600,2023-01-05 23:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.63,,3.75,4.63,2.44,8.02,1026,,,94,0.5,90,2.1,,,,,99,804,Clouds,overcast clouds,04n
1672963200,2023-01-06 00:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.43,,3.4,4.43,2.45,7.5,1026,,,93,1.0,170,3.6,0.25,,,,98,500,Rain,light rain,10n
1672966800,2023-01-06 01:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.24,,3.21,4.24,2.92,7.47,1026,,,93,1.0,230,1.5,,,,,85,804,Clouds,overcast clouds,04n
1672970400,2023-01-06 02:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,3.84,,2.96,3.84,2.36,7.31,1026,,,94,0.89,235,1.34,,,,,82,803,Clouds,broken clouds,04n
1672974000,2023-01-06 03:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.22,,3.34,4.22,2.15,7.19,1026,,,94,1.0,160,1.5,0.25,,,,88,500,Rain,light rain,10n
1672977600,2023-01-06 04:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.29,,3.41,4.29,2.25,7.52,1026,,,94,1.0,200,1.0,,,,,88,804,Clouds,overcast clouds,04n
1672981200,2023-01-06 05:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.46,,3.73,4.46,2.95,7.02,1026,,,95,1.0,190,1.5,0.1,,,,89,804,Clouds,overcast clouds,04n
1672984800,2023-01-06 06:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.48,,3.6,4.48,2.37,6.75,1026,,,94,0.5,190,2.1,,,,,90,804,Clouds,overcast clouds,04n
1672988400,2023-01-06 07:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.64,,3.76,4.64,2.97,6.92,1027,,,94,1.0,150,2.1,,,,,87,804,Clouds,overcast clouds,04n
1672992000,2023-01-06 08:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,4.73,,3.85,4.73,3.05,6.32,1027,,,94,1.0,230,3.1,,,,,87,804,Clouds,overcast clouds,04d
1672995600,2023-01-06 09:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.09,,4.21,4.27,3.63,7.02,1027,,,94,1.34,263,1.79,0.25,,,,72,500,Rain,light rain,10d
1672999200,2023-01-06 10:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,5.73,,4.84,3.68,4.58,7.74,1028,,,94,2.6,150,3.6,,,,,77,803,Clouds,broken clouds,04d
1673002800,2023-01-06 11:00:00 +0000 UTC,3600,Bern,46.947974,7.447447,6.01,9999.0,5.12,6.01,4.95,8.33,1027,,,94,1.0,270,2.6,,,,,100,804,Clouds,overcast clouds,04d
